myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,corrCat,image,pract_resp.rt,rep_resp.keys,rep_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,obj_category,rep_resp_2.keys,rep_resp_2.rt,repeat_task2.thisRepN,repeat_task2.thisTrialN,repeat_task2.thisN,repeat_task2.thisIndex,repeat_task2.ran
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/hose.jpg,,,,,,,,,2,1,1.839,0,7,7,7,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/solderingiron.jpg,,,,,,,,,2,0,1.987,0,8,8,8,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,3,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,1,0,0.898,0,9,9,9,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/boxcutter03a.jpg,,,,,,,,,,0,,0,10,10,10,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,1,0,1,stimuli/m5.jpg,,stimuli/objects/walkietalkie.jpg,,,,,,,,,2,0,1.621,0,11,11,11,1,Electronic device & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,1,0,1,stimuli/m2.jpg,,stimuli/objects/coffeemaker.jpg,,,,,,,,,4,0,1.923,0,12,12,12,1,Kitchen & utensil,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,3,0,1.733,0,13,13,13,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/punchingbag.jpg,,,,,,,,,4,0,1.837,0,14,14,14,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,0,1,stimuli/m5.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,3,0,0.987,0,15,15,15,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/swing.jpg,,,,,,,,,2,0,1.088,0,16,16,16,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/pitchfork.jpg,,,,,,,,,3,0,1.931,0,17,17,17,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,2,1,1.736,0,18,18,18,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,1,stimuli/m5.jpg,,stimuli/objects/freezer02.jpg,,,,,,,,,1,0,1.038,0,19,19,19,1,Kitchen & utensil,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/handrake01a.jpg,,,,,,,,,4,0,1.523,0,20,20,20,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,2,0,1.702,0,21,21,21,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,4,1,2.17,0,22,22,22,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,2,0,1.988,0,23,23,23,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/jug.jpg,,,,,,,,,3,0,0.797,0,24,24,24,1,Kitchen & utensil,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/racquetballracket.jpg,,,,,,,,,4,1,0.815,0,25,25,25,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,1,0,1.466,0,26,26,26,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/hedgetrimmer.jpg,,,,,,,,,1,1,1.203,0,27,27,27,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,4,1,1.33,0,28,28,28,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,2,1,0.996,0,29,29,29,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,3,1,1,stimuli/m2.jpg,,stimuli/objects/racquetballracket.jpg,,,,,,,,,3,1,1.319,0,30,30,30,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,3,1,1,stimuli/m2.jpg,,stimuli/objects/punchingbag.jpg,,,,,,,,,3,1,1.014,0,31,31,31,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/camera01a.jpg,,,,,,,,,2,0,0.699,0,32,32,32,1,Electronic device & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,4,1,1.097,0,33,33,33,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,3,1,1,stimuli/m2.jpg,,stimuli/objects/swing.jpg,,,,,,,,,3,1,1.304,0,34,34,34,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/pitchfork.jpg,,,,,,,,,1,1,0.698,0,35,35,35,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/racquetballracket.jpg,,,,,,,,,3,0,1.805,0,36,36,36,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/telescope.jpg,,,,,,,,,1,1,1.132,0,37,37,37,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,4,1,1.446,0,38,38,38,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,3,1,1,stimuli/m2.jpg,,stimuli/objects/swing.jpg,,,,,,,,,3,1,1.503,0,39,39,39,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/pitchfork.jpg,,,,,,,,,2,1,0.622,0,40,40,40,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,2,1,1.597,0,41,41,41,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/rollerblade.jpg,,,,,,,,,2,1,0.713,0,42,42,42,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1]",,,,,,,,,,,,,9,2021-04-26_10h06.27.396,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/crosscountryski.jpg,,,,,,,,,1,1,0.856,0,43,43,43,1,Outdoor activity & sport item,,,,,,,
